"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"203","Kendric Pryor","WR","CIN","-","-","-","-","-","-","-","-","0.9","-","-","BYE","-","-","-","-","-","0","0.5","0.9"
"205","Ramel Keyton","WR","TEN","-","-","-","-","BYE","-","-","-","0.7","-","0","0","-","0","0","0","0","0","0.1","0.7"
"206","Isaiah Williams","WR","CIN","-","-","-","-","-","-","-","0.6","0","-","-","BYE","0","0","0","0","0","0","0.1","0.6"
"206","Jaelon Darden","WR","FA","0","-","-","-","-","0.6","0","0","0","-","-","-","0","0","0","0","0","0","0.1","0.6"
"206","John Ross","WR","FA","-","-","-","0.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.6","0.6"
"206","Collin Johnson","WR","LV","-","0","0","-","-","-","-","-","-","BYE","-","0","0","0.6","0","0","0","0","0.1","0.6"
"210","Tyler Scott","WR","CHI","-","0","0","0","0","0","BYE","-","0","-","0","-","-","-","0.5","0","0","0","0","0.5"
"210","Robbie Chosen","WR","FA","0","0.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.3","0.5"
"212","James Proche II","WR","TEN","-","0","0","0.3","0","-","-","-","-","-","-","-","-","1.8","-2","0","0","0","0","0.1"
"213","Joshua Cephus","WR","JAC","-","-","-","-","-","-","-","-","-","-","-","BYE","-","0","-","-","-","-","0","0"
"213","Zach Pascal","WR","NYG","0","0","0","0","0","0","0","0","0","0","BYE","0","-","0","0","-","-","0","0","0"
"213","Kaden Davis","WR","CLE","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","0","0","0"
"213","Alex Erickson","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0"
"213","Montrell Washington","WR","NYG","-","-","-","-","-","-","-","0","-","-","BYE","-","-","-","-","-","-","-","0","0"
"213","Brandon Smith","WR","NYJ","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","0","-","-","-","0","0"
"213","Jalen Cropper","WR","DAL","-","-","-","-","-","-","BYE","-","-","0","-","-","-","-","-","-","-","-","0","0"
"213","Laquon Treadwell","WR","IND","-","-","-","-","-","-","-","-","-","-","-","-","0","BYE","-","-","-","-","0","0"
"213","Jared Wayne","WR","HOU","-","-","-","-","-","-","-","-","-","-","-","-","0","BYE","-","0","0","-","0","0"
"213","Maurice Alexander","WR","CHI","-","-","-","-","-","-","BYE","-","-","-","-","-","0","0","-","-","-","-","0","0"
"213","Kazmeir Allen","WR","WAS","-","-","-","-","-","-","-","-","-","-","-","0","-","BYE","-","-","-","-","0","0"
"213","Jalen Virgil","WR","BUF","-","-","-","-","-","-","-","0","0","0","0","BYE","0","0","-","0","-","-","0","0"
"213","Justyn Ross","WR","FA","-","-","-","-","-","-","-","-","0","0","-","-","-","-","-","-","-","-","0","0"
"213","Seth Williams","WR","LV","-","-","-","-","-","-","-","-","-","BYE","0","-","-","0","-","-","-","-","0","0"
"213","Justin Hardee Sr.","WR","FA","-","-","-","-","-","-","-","-","0","-","-","0","-","-","0","-","-","0","0","0"
"213","KJ Hamler","WR","BUF","-","-","-","-","0","-","-","-","-","-","-","BYE","-","-","-","-","-","-","0","0"
"213","Jaylen Johnson","WR","LAC","-","-","-","-","BYE","-","-","0","-","-","-","-","-","-","-","-","-","-","0","0"
"213","Marquez Callaway","WR","FA","-","-","-","-","-","-","-","-","0","0","-","-","-","-","-","-","-","-","0","0"
"213","Dareke Young","WR","SEA","0","-","0","0","-","-","0","0","0","BYE","-","0","-","0","0","0","0","0","0","0"
"213","Chris Moore","WR","WAS","0","0","0","0","0","-","-","-","-","-","-","-","-","BYE","-","-","-","-","0","0"
"213","Braxton Berrios","WR","HOU","0","0","0","0","0","-","0","-","-","-","-","-","-","BYE","-","0","0","-","0","0"
"213","Quinton Bell","WR","MIA","0","0","0","0","0","BYE","0","-","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Tom Kennedy","WR","DET","0","0","-","-","BYE","-","-","-","-","-","-","-","-","-","-","0","0","-","0","0"
"213","Deonte Harty","WR","FA","0","0","0","0","-","0","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"213","Skyy Moore","WR","KC","0","0","0","0","0","BYE","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"213","Jalen Guyton","WR","FA","-","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
