"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"104","Jared Wiley","TE","KC","0","0.7","0","0","0","BYE","0","0","-","-","-","-","-","-","-","-","-","-","0.1","0.7"
"104","John Samuel Shenker","TE","FA","-","-","-","0","0","0","0","0.7","-","-","-","-","-","-","-","0","0","-","0.1","0.7"
"109","David Martin-Robinson","TE","TEN","-","-","-","-","BYE","-","-","-","-","-","-","-","-","0","0","0.6","0","0","0.1","0.6"
"110","Jody Fortson Jr.","TE","FA","-","-","-","-","0.5","-","0","0","-","-","-","-","-","-","-","-","-","-","0.2","0.5"
"110","Zach Davidson","TE","BUF","-","-","-","-","-","-","-","-","-","-","0.5","BYE","0","0","-","-","-","-","0.2","0.5"
"110","Ross Dwelley","TE","SF","0","0","0","0","-","0","0","0","0","-","0.5","-","0","0","0","0","-","0","0","0.5"
"113","John FitzPatrick","TE","GB","-","-","-","-","-","-","-","0","0","BYE","0","0.2","-","0","0","0","0","0","0","0.2"
"113","Marcedes Lewis","TE","FA","0","0","0","0","0","0.2","-","0","0","0","0","0","0","0","0","0","0","0","0","0.2"
"115","James Mitchell","TE","CAR","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","0","0"
"115","Princeton Fant","TE","DAL","-","-","-","-","-","-","BYE","-","-","-","0","-","0","0","0","0","-","-","0","0"
"115","Irv Smith Jr.","TE","HOU","-","-","-","-","-","-","-","-","-","-","-","-","0","BYE","0","0","0","0","0","0"
"115","Stephen Sullivan","TE","CAR","-","-","-","-","-","-","-","-","-","-","BYE","-","0","-","-","-","-","-","0","0"
"115","Baylor Cupp","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","0","0"
"115","Zack Kuntz","TE","NYJ","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","0","-","-","-","0","0"
"115","Brenden Bates","TE","CLE","-","0","0","0","0","-","-","-","-","BYE","-","-","-","-","-","-","0","0","0","0"
"115","Thomas Odukoya","TE","TEN","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","0","-","-","-","0","0"
"115","Tanner McLachlan","TE","CIN","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","0","0","-","0","0"
"115","Jack Westover","TE","NE","-","-","-","-","-","-","-","-","-","-","-","0","-","BYE","-","-","-","0","0","0"
"115","Brayden Willis","TE","SF","-","-","0","-","-","-","-","0","BYE","-","0","0","-","0","0","0","0","0","0","0"
